,category,id,question,type,flat list,test
15020,resource,dbpedia_7991,Name a country who is diplomatic towards the Russian Empire.,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15024,resource,dbpedia_1327,Provide the information of Mimas orbits?,"['dbo:Planet', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Planet' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
15040,resource,dbpedia_8745,Mention the federative entity of Mexico responsible for Tenochtitlan,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15063,resource,dbpedia_4352,When did urban municipality of Germany for twinned administrative body of Leeds?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15064,resource,dbpedia_12758,"What lived in Florence Nightingale, Florence Nightingale diplomatic relation in Bangladesh","['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15071,resource,dbpedia_3748,Which is the railway tunnel with terminus Erstfeld and contains the word base in it's name?,"['dbo:RailwayTunnel', 'dbo:RouteOfTransportation', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:RailwayTunnel' 'dbo:RouteOfTransportation' 'dbo:Infrastructure'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
15075,resource,dbpedia_15924,The Empire of Japan had diplomatic relations with what historical country?,"['dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15076,resource,dbpedia_4920,What has a capital next to Francia?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15078,resource,dbpedia_4389,Why did the Philippine-American War end?,"['dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15081,resource,dbpedia_8377,In which museum is Hadrian buried?,"['dbo:Museum', 'dbo:Castle', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Museum' 'dbo:Castle' 'dbo:Building' 'dbo:ArchitecturalStructure'
 'dbo:Place' 'dbo:Location']",True
15093,resource,dbpedia_21858,"Which rivers end in Old Saybrook, Connecticut?","['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
15095,resource,dbpedia_15780,Which is the mouth of the watercourse of Lake Superior?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
15104,resource,dbpedia_16433,Which is the country that contains the administrative territorial entity of Mizoram?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15109,resource,dbpedia_21171,What is the river whose tributary is Zarqa River?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
15114,resource,dbpedia_20414,Which builder of Edwin Andrews Air Base isalso place of birth of the Akinoumi Setsuo ?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15121,resource,dbpedia_14424,On Lake Winnipeg what is the lakes on river?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
15127,resource,dbpedia_8012,What is the name of the deathplace of Tullio Levi-Civita that also borders Pomezia?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15144,resource,dbpedia_11805,"Who is Mongolia in diplomatic relations with, that has it local government in Hubei?","['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15146,resource,dbpedia_6621,Where is Japan National Route 438?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15152,resource,dbpedia_8230,When did Commonwealth realm for currency of Australian dollar?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15160,resource,dbpedia_17945,What is the birth place of twin cities of Domingos Saraiva?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15166,resource,dbpedia_11831,What is constellation of 47 Tucanae ?,"['dbo:Constellation', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Constellation' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
15173,resource,dbpedia_19239,What is the death place of the Elbieta Czartoryska which is also place of birth of the Charles Journet,"['dbo:Settlement', 'dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Settlement' 'dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15182,resource,dbpedia_19171,Where is the building located whose architect was Francis Palmer Smith?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15185,resource,dbpedia_4570,Which {twinned administrative body} is {located in the administrative territorial entity} of {Belfast} ?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15195,resource,dbpedia_14909,"Olga Korbut was born in Grodno, which is located in what country?","['dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15208,resource,dbpedia_20487,"What is the river whose origin is North-Western Province, Zambia?","['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
15221,resource,dbpedia_12612,Where did Theoderic the Great die that has the partner town of Dubrovnik?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15231,resource,dbpedia_14316,"Is New Jersey next to Querétaro, a subdivided neighborhood?","['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15237,resource,dbpedia_22294,To which nation did David Animle Hanses owe his allegiance?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15238,resource,dbpedia_5930,Which is the sovereign state for the history topic of Australia?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15249,resource,dbpedia_12825,tell me the highly urbanized city with the lowest mains voltage whose country is philippines?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15256,resource,dbpedia_17364,"""Which is {twin city} of {Hanoi}, that has {has states} is {Praga-Południe} ?""","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15262,resource,dbpedia_14413,Which is destroyed for First Carlist War?,"['dbo:Monastery', 'dbo:ReligiousBuilding', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Monastery' 'dbo:ReligiousBuilding' 'dbo:Building'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
15266,resource,dbpedia_9929,Name the place where Nikita Khrushchev was died in the country of Soviet Union?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15269,resource,dbpedia_7385,St. Joseph the patron saint of which municipality in Guatemala?,"['dbo:Town', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Town' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15273,resource,dbpedia_23236,Where was JFK assassinated?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Hospital', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Hospital'
 'dbo:Building' 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
15278,resource,dbpedia_22544,What is the location country of Teperberg 1870 ?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15279,resource,dbpedia_10341,What are the historical country which start with the letter russia,"['dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15287,resource,dbpedia_17893,Which are the lake inflows of Aral Sea?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
15289,resource,dbpedia_5206,Where was Pancho Vladigerov kept prisoner?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15295,resource,dbpedia_13455,What river flows into the reservoir of the Sulak River?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
15308,resource,dbpedia_23171,In which U.S. state is Area 51 located?,"['dbo:AdministrativeRegion', 'dbo:Region', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:AdministrativeRegion' 'dbo:Region' 'dbo:Settlement'
 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location']",True
15310,resource,dbpedia_11301,What is the castle for the burial place of Hadrian?,"['dbo:Museum', 'dbo:Castle', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Museum' 'dbo:Castle' 'dbo:Building' 'dbo:ArchitecturalStructure'
 'dbo:Place' 'dbo:Location']",True
15311,resource,dbpedia_12524,What is the jurisdiction of the area of {East Nusa Tenggara Province},"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15321,resource,dbpedia_23,What sister city was born in of Zakhar Oskotsky?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15327,resource,dbpedia_12226,"""Which is {twin town} of {Aarhus}, that has {has boroughs} is {Nangang District, Harbin} ?""","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15333,resource,dbpedia_1328,Tell me bell tower whose name has the word tower in it.,"['dbo:Tower', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']",['dbo:Tower' 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location'],True
15353,resource,dbpedia_3956,n/a,"['dbo:Street', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Street' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15367,resource,dbpedia_23112,Where is Fort Knox located?,"['dbo:Region', 'dbo:Settlement', 'dbo:AdministrativeRegion', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Region' 'dbo:Settlement' 'dbo:AdministrativeRegion'
 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location']",True
15380,resource,dbpedia_23154,"Which airports are located in California, USA?","['dbo:Airport', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Airport' 'dbo:Infrastructure' 'dbo:ArchitecturalStructure'
 'dbo:Place' 'dbo:Location']",True
15381,resource,dbpedia_7933,What is the quasar with the highest redshift whose discoverer or inventor is William Herschel?,"['dbo:Galaxy', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Galaxy' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
15383,resource,dbpedia_17666,Tell me town whose name has the word sturovo in it.,"['dbo:Town', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Town' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15419,resource,dbpedia_3231,What is the location of Feng Youlan's death that has a twin city named Minsk?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15423,resource,dbpedia_15959,which is island of location of cibaprefecture?,"['dbo:Island', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Island' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15438,resource,dbpedia_1042,What country has the lowest inflation rate?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15444,resource,dbpedia_2607,What sovereign states have a diplomatic relationship with the Russian Empire?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15445,resource,dbpedia_15270,What is the lighthouse range of the Heidenstam lighthouse?,"['dbo:Lighthouse', 'dbo:Tower', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Lighthouse' 'dbo:Tower' 'dbo:ArchitecturalStructure' 'dbo:Place'
 'dbo:Location']",True
15455,resource,dbpedia_6886,Who died in the writers of Philosophical Investigations?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15456,resource,dbpedia_20094,Among which city where Geography Club played also had the Kenticky Cycle ?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15478,resource,dbpedia_6124,Which is the democratic republic that is replaced by the Thirteen Colonies?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15482,resource,dbpedia_16242,The Art of Painting is located in which museum collection?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15491,resource,dbpedia_11629,What country participated in the Cuban Missile Crisis?,"['dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15492,resource,dbpedia_17561,In which city is Route nationale 16 located?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15494,resource,dbpedia_2346,Mention the federal  state responsible for the Soviet Union's diplomatic relation.,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15508,resource,dbpedia_16211,What was founded next to Krafwerk?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15510,resource,dbpedia_5052,Which is {tributary} of {next to lake} of {Spitsbergen} ?,"['dbo:Glacier', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']",['dbo:Glacier' 'dbo:NaturalPlace' 'dbo:Place' 'dbo:Location'],True
15530,resource,dbpedia_17257,Which is the kingdom replaced by the Kingdom of Great Britain?,"['dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15538,resource,dbpedia_8586,Where are the headquarters of Yuriy Tselykh's team located?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15552,resource,dbpedia_1846,Andromeda is the parent of what galaxy?,"['dbo:Galaxy', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Galaxy' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
15557,resource,dbpedia_11753,Where does Thomas Jefferson's special people stay?,"['dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']",['dbo:Building' 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location'],True
15589,resource,dbpedia_10909,Which is the gas giant that is a child astronomical body of Prometheus and contains the word saturn in it's name?,"['dbo:Planet', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Planet' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
15597,resource,dbpedia_5032,Which station comes next to Gare du Nord?,"['dbo:RailwayLine', 'dbo:RouteOfTransportation', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:RailwayLine' 'dbo:RouteOfTransportation' 'dbo:Infrastructure'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
15600,resource,dbpedia_11316,What venue of the Battle of Nahāvand is in the borough of Central District?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
15602,resource,dbpedia_22178,Whose mayors are affiliated with Christen-Democratisch en Vlaams?,"['dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
15618,resource,dbpedia_22130,Which sea is surrounded by Rostock and Kaliningrad?,"['dbo:Lake', 'dbo:Sea', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:Lake' 'dbo:Sea' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
